"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/refs_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/refs.csv?datainfo&rowcount&base_name=brachiopoda&select=taxonomy"
"Access Time","Tue 2017-11-07 07:33:38 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","brachiopoda"
"","ref_type","taxonomy"
"","taxon_status","all"
"Elapsed Time","1.46"
"Records Found","1982"
"Records Returned","1982"
"Records:"
"reference_no","record_type","ref_type","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","language","doi"
"26805","ref","auth,class","F. G.","Stehli","R. E.","Grant","","1971","Permian Brachiopods from Axel Heiberg Island, Canada, and an Index of Sampling Efficiency","Journal of Paleontology","","45","3","502","521","journal article","English",""
"27297","ref","auth,class","F.G.","Stehli","","","","1954","Lower Leonardian Brachiopoda of the Sierra Diablo","Bulletin of the American Museum of Natural History","","105","3","257","358","serial monograph","English",""
"27353","ref","auth,class","F.G.","Stehli","","","","1961","New genera of upper Paleozoic terebratuloids","Journal of Paleontology","","35","3","457","466","journal article","English",""
"27377","ref","auth","F.G.","Stehli","","","","1956","Notes on oldhaminid brachiopods","Journal of Paleontology","","30","2","305","313","journal article","English",""
"27469","ref","auth","F.G.","Stehli","","","","1961","New terebratuloid genera from Australia","Journal of Paleontology","","35","3","451","456","journal article","English",""
"27524","ref","auth,class","F.G.","Stehli","","","","1955","Elliottella, new name for Psilonotus Stehli","Journal of Paleontology","","29","4","711","","journal article","English",""
"27631","ref","auth,class","F.G.","Stehli","","","","1964","New names for two homonyms","Journal of Paleontology","","38","3","610","","journal article","English",""
"11129","ref","auth,class","F.G.","Stehli","R. E.","Grant","","1970","Permian brachiopods from Huehuetenango, Guatemala","Journal of Paleontology","","44","1","23","36","journal article","",""
"26578","ref","auth,class","H. B.","Stenzel","","","","1965","Stratigraphic and paleoecologic significance of a new Danian brachiopod species from Texas\r\n","Geologische Rundschau","","54","2","619","631","journal article","English",""
"36326","ref","auth,class","D. L.","Stepanov","","","","1998","Taxonomic Names","Permian Spiriferids from the North of European Russia","","","","1","139","journal article","English",""
"29039","ref","auth,class","D. L.","Stepanov","N. V.","Kalashnikov","","1998","Taxonomic Names","Permian Spiriferids from the North of European Russia","","","","1","139","book/book chapter","Russian",""
"44732","ref","auth,class","A. L.","Stigall Rode","","","","2005","Systematic revision of the Middle and Late Devonian brachiopods Schizophoria (Schizophoria) and ‘Schuchertella’ from North America","Journal of Systematic Palaeontology","","3","2","133","167","journal article","English","10.1017/S1477201905001537"
"8524","ref","auth,class","F.","Stiller","","","","2001","Fossilvergesellschaftungen, Paläoökologie und paläosynökologische Entwicklung im Oberen Anisium (Mittlere Trias) von Qingyan, insbesondere Bangtoupo, Provinz Guizhou, Südwestchina","Münstersche Forschungen zur Geologie und Paläontologie","","92","","1","523","serial monograph","German",""
"26009","ref","auth,class","C. A.","Stott","J.","Jin","","2007","The earliest known Kinnella, an orthide brachiopod from the Upper Ordovician of Manitoulin Island, Ontario, Canada","Acta Palaeontologica Polonica","","53","3","535","546","journal article","English","http://app.pan.pl/acta52/app52535.pdf"
"42668","ref","auth","A. A.","Stoyanow","","","","1910","On the character of the boundary of Palaeozoic and Mesozoic near Djulfa","Zapiski Imperatorskago St. Peterburgskago Mineralogicheskago Obshchestva, Vtoraya Seriya","","47","","61","135","journal article","English",""
"18453","ref","auth,class","M.","Streng","L. E.","Holmer","","2006","New and poorly known acrotretid brachiopods (Class Lingulata) from the Cedaria-Crepicephalus zone (late Middle Cambrian) of the Great Basin, USA","Géobios","","39","","125","153","journal article","English",""
"35409","ref","auth,class","M.","Streng","B. B.","Mellbin","E. Landing, J. D. Keppie","2011","Linguliform brachiopods from the terminal Cambrian and lowest Ordovician of the Oaxaquia Microcontinent (southern Mexico)","Journal of Paleontology","","85","1","122","155","journal article","English",""
"18081","ref","class","M. T.","Sturgeon","R. D.","Hoare","","1968","Pennsylvanian brachiopods of Ohio","Ohio Geological Survey Bulletin","","63","","1","95","serial monograph","English",""
"404","ref","auth","D. M.","Suchomel","","","","1975","Paleoecology and Petrology of Pipe Creek Jr. Reef (Niagaran-Cayugan), Grant County, Indiana","unpublished M.A. thesis, Indiana University","","","","1","38","","",""
"42742","ref","auth,class","H.","Sulser","","","","2008","Systematic palaeontology, in Dimerelloid rhynchonellide brachiopods in the Lower Jurassic of the Engadine (Canton Graubünden, National Park, Switzerland)","Swiss Journal of Geosciences","","101","","203","222","journal article","English",""
"44496","ref","auth,class","H.","Sulser","","","","2004","Arzonella exotica n. g. n. sp., a new brachiopod of indeterminate systematic position from the Lower Liassic (Broccatello) of Arzo (Southern Alps of Switzerland) : a short note","Eclogae Geologicae Helvetiae","","97","","423","428","journal article","English",""
"51775","ref","auth,class","H.","Sulser","","","","1985","Rhynchonella Cymatorhynchia schardti Haas eine bemerkenswerte Brachiopoden-Art aus den Mytilus-Schichten der westschweizerischen Voralpen","Eclogae Geologicae Helvetiae","","78","3","607","629","journal article","German",""
"51793","ref","auth,class","H.","Sulser","","","","1995","Revision des Brachiopoden Ornithella (Delmontanella subgen. n.) delmontana (Oppel) aus dem unteren Malm des nordwestlichen Schweizer Jura","Eclogae Geologicae Helvetiae","","88","3","723","741","journal article","German",""
"51155","ref","auth,class","H.","Sulser","S.","Calzada","","1991","The genus Fortunella (Brachiopoda, Rhynchonellida) and its related species in the Upper Jurassic and Lower Cretaceous","Eclogae Geologicae Helvetiae","","84","3","851","871","journal article","English",""
"51505","ref","auth,class","H.","Sulser","J. G.","Friebe","","2002","Brachiopods from the Plattenwald Bed (Albian, Cretaceous) of the Helvetic Alps of Vorarlberg (Austria)","Eclogae Geologicae Helvetiae","","95","3","415","427","journal article","English",""
"51824","ref","auth,class","H.","Sulser","D.","Garcia-Ramso","P. Kursteiner, U. Menkveld-Gfeller","2010","Taxonomy and palaeoecology of brachiopods from the South-Helvetic zone of the Faneren region (Lutetian, Eocene, NE Switzerland)","Swiss Journal of Geosciences","","103","","257","272","journal article","English",""
"51350","ref","auth","V. H.","Sulser","K. B.","Follmi","","1984","Eine neue Brachiopodenart (LacunoseIIa acutifrons n.sp.,Rhynchonellida) aus dem helvetischen «Gault» Vorarlbergs (Österreich)","Eclogae Geologicae Helvetiae","","77","3","619","629","journal article","German",""
"52161","ref","auth,class","D. D.","Sun","","","","1985","Discovery of Early Cretaceous Peregrinella (Brachiopoda) in Xizang (Tibet) and Its Significance","Palaeontologia Cathayana","","","2","211","228","journal article","English",""
"33711","ref","auth,class","D. L.","Sun","","","","1991","Permian (Sakmarian-Artinskian) fauna from Gegyai County, Xizang (Tibet), and its biogeographic significance","Stratigraphy and Palaeontology of Permian, Jurassic, and Cretaceous of Rutog Region","","","","215","275","book/book chapter","English",""
"42718","ref","auth,class","D. L.","Sun","","","","1981","The Mesozoic brachiopods of Xizang","Palaeontology of Xizang, Book III, The Series of the Scientific Expedition to Qinghai-Xizang Plateau","","","","177","260","book/book chapter","Chinese",""
"34951","ref","auth,class","D. L.","Sun","Y. G.","Jin","S. L. Ye","1979","Mesozoic brachiopod names","Paleontological atlas of northwest China, Qinghai Volume","","1","","131","217","book/book chapter","Chinese",""
"42698","ref","auth,class","D. L.","Sun","Q.","Shi","","1985","Triassic brachiopod names, in Late Paleozoic and Triassic brachiopods from the east of the Qinghai-Xizang Plateau","Paleontology and Stratigraphy of Western Sichuan and Eastern Xizang","","","","212","234","journal article","English",""
"35820","ref","auth,class","D. L.","Sun","S. L.","Ye","","1982","Middle Triassic brachiopods from the Tosu Lake area, central Qinghai","Acta Palaeontologica Sinica","","21","2","153","173","journal article","Chinese",""
"27618","ref","auth,class","T.","Sun","","","","1983","Early Permian new genera and species of brachiopod fauna in Rutog Duoma area, Xizang (Tibet), China","Earth Science - Journal of Wuhan College of Geology","","19","1","119","128","journal article","Chinese",""
"31806","ref","class","Z.","Sun","W.","Hao","Y. Sun, D. Jiang","2009","Silicified Anisian (Middle Triassic) spiriferinid brachiopods from Guizhou, South China","Acta Palaeontologica Polonica","","54","","61","68","journal article","English",""
"51889","ref","auth","F.","Surlyk","","","","1970","Two New Brachiopods form the Danish White Chalk (Maastrichtian)","Bulletin of the Geological Society of Denmark","","20","","152","161","journal article","English",""
"29208","ref","class","M. D.","Sutton","M. G.","Bassett","L. Cherns","2000","The type species of Lingulella (Cambrian Brachiopoda)","Journal of Paleontology","","74","3","426","438","journal article","English",""
"28560","ref","auth,class","M.","Sykora","M.","Siblik","J. Sotak","1998","An Upper Triassic limestone pebble with ""Spirigera"" deslongchampsi Suess from the southern part of the western Carpathians, southern Slovakia","Geologica Carpathica","","49","2","99","108","journal article","English",""
"29744","ref","auth,class","A. C.","Taboada","","","","1998","Dos nuevas especies de Linoproductidae (Brachiopoda) y algunas consideraciones sobre el Neopaleozoico sedimentario de las cercanías de Uspallata, Argentina","Acta Geologica Lilloana","","18","1","69","80","journal article","Spanish",""
"54907","ref","auth,class","A. C.","Taboada","A. J.","Mory","G. R. Shi, D. W. Haig, M. K. Pinilla","2015","An Early Permian brachiopod–gastropod fauna from the Calytrix Formation, Barbwire Terrace, Canning Basin, Western Australia","Alcheringa","","39","","207","223","journal article","English",""
"58637","ref","auth,class","A. C.","Taboada","J. P.","Neves","L. C. Weinschütz, M. A. Pagani, M. G. Simões","2016","Eurydesma–Lyonia fauna (Early Permian) from the Itararé group, Paraná Basin (Brazil): A paleobiogeographic W–E trans-Gondwanan marine connection","Palaeogeography, Palaeoclimatology, Palaeoecology","","449","","431","44","journal article","English",""
"35211","ref","auth,class","A. C.","Taboada","M. A.","Pagani","","2010","The coupled occurrence of Cimmeriella-Jakutoproductus (Brachiopoda: Productidina) in Patagonia: implications for Early Permian high to middle paleolatitudinal correlations and paleoclimatic reconstruction","Geologica Acta","","8","4","513","534","journal article","English",""
"53354","ref","auth,class","A. C.","Taboada","G. R.","Shi","","2009","Yagonia Roberts (Brachiopoda: Chonetidina) from the Malimán Formation, Lower Carboniferous of western Argentina: palaeobiogeographical implications","Alcheringa","","33","","223","235","journal article","English",""
"33300","ref","auth","E.","Taddei Ruggiero","","","","1993","Argyrotheca ageriana sp. nov. (Brachiopoda): paleoecology and shell ultrastructure","Palaeogeography, Palaeoclimatology, Palaeoecology","","100","","217","227","journal article","English",""
"62905","ref","auth,class","E.","Taddei Ruggiero","R.","Taddei","","2006","I brachiopodi delle Calcareniti di Castro Marina (Lecce)","Thalassia Salentina","","29 suppl.","","301","307","journal article","English",""
"16373","ref","auth,class","J. A.","Talent","","","","1963","The Devonian of the Mitchell and Wentworth Rivers","Geological Survey of Victoria Memoir","","24","","1","118","serial monograph","English",""
"18380","ref","auth","H.","Taraz","","","","1969","Permo-Triassic section in Central Iran","AAPG Bulletin","","53","3","688","693","journal article","English",""
"13318","ref","auth","R.","Tate","","","","1892","The Cambrian fossils of South Australia","Transactions of the Royal Society of Southern Australia","","15","","183","189","journal article","",""
